ts,asset,tf,direction,k_last,d_last,bull_stoch,bear_stoch,ema7_last,ema2_last,ema_align_up,ema_align_down,ema_cross_up_win,ema_cross_dn_win,trend_up,trend_down,adx14,atr14,rsi14,htf_up,htf_down,ticks_ok,near_res,near_sup,buy_score,sell_score,has_signal,result
2025-08-10T19:53:10,MANUSD_otc,60,none,89.23922997593068,94.96149956009297,0,0,0.24864491686436563,0.24899391254529699,0,1,0,0,0,1,20.57533835545207,0.0022013295250289987,50.635252047899606,0,1,1,0,0,4,7,0,
2025-08-10T19:53:11,MCD_otc,60,none,38.992261198667656,21.237487791721787,0,0,276.72653011320347,276.75935984558333,0,1,0,0,1,0,19.859280273363776,0.0722308234502055,62.072626629559565,1,0,1,0,0,6,2,0,
2025-08-10T19:53:12,MELUSD_otc,60,none,53.72135440157484,37.4145725161816,0,0,0.2608158294026142,0.26112676998126483,0,1,0,0,0,1,17.318867488548175,0.0004788188109767898,56.382759147499705,0,1,1,0,0,6,4,0,
2025-08-10T19:53:14,NZDCAD_otc,60,none,54.22610829881889,59.715830648872554,0,0,0.8188796018111035,0.8183955860509095,1,0,0,0,1,0,19.215230127838858,0.0008315134032942116,49.13513739992435,1,0,1,0,0,6,4,0,
2025-08-10T19:53:15,NZDCHF_otc,60,none,60.6531599803025,80.15531793589712,0,0,0.4818640184698886,0.48127333030137515,1,0,0,0,0,1,20.176333332843566,0.000727684130879636,33.95057411829963,0,1,1,0,0,3,7,0,
2025-08-10T19:53:16,NZDUSD_otc,60,none,76.57249922336284,77.1880018534025,0,0,0.6063724511133793,0.6066056084627257,0,1,0,1,1,0,26.84309635063283,0.0003842116013402164,62.4579723542428,1,0,1,0,0,7,5,0,
2025-08-10T19:53:17,PEPUSD_otc,60,none,69.18367346938777,83.18884142804409,0,0,1.2342379400766248e-05,1.2325537396735716e-05,1,0,0,0,0,1,19.319921846106773,9.566439163197643e-08,39.98978587827357,0,1,1,0,0,2,6,0,
2025-08-10T19:53:18,SHIUSD_otc,60,none,75.9039672083149,77.01731271525301,0,1,1.3869640802448527e-05,1.391236339016404e-05,0,1,0,0,1,0,53.30668376513073,1.028793973113041e-07,69.58687276044033,1,0,1,0,0,6,6,0,
2025-08-10T19:53:19,SOLUSD_otc,60,none,53.49548112706063,43.083845978583334,0,0,182.6650905151198,182.8116006630672,0,1,0,1,1,0,14.069598836219724,0.4761355568567288,54.805801028685806,1,0,1,0,0,5,4,0,
2025-08-10T19:53:21,TIAUSD_otc,60,none,64.77078636332482,79.59951418814997,0,0,1.840099369818581,1.8399720720584662,1,0,0,0,0,1,17.390257097851112,0.00022190195835914618,36.29453903571633,0,1,1,0,0,2,6,0,
2025-08-10T19:53:22,TONUSD_otc,60,none,23.265991709429347,26.19748406350969,0,0,2.957603254173975,2.938255812876003,1,0,0,0,0,1,32.373333176988446,0.03951859145249258,30.263231987536074,0,1,1,0,0,4,7,0,
2025-08-10T19:53:23,TRXUSD_otc,60,none,48.057263900183735,52.281800937220716,0,0,0.3972902864028629,0.3939791178222295,1,0,0,0,1,0,33.026656453385,0.00472273503819283,51.84302851145068,1,0,1,0,0,5,7,0,
2025-08-10T19:53:24,USDBDT_otc,60,none,13.917213740669512,9.541393575991561,0,0,126.31062972464876,126.31051424199738,1,0,0,0,0,1,34.96561145871757,0.043513596506748395,39.54339767955942,0,1,1,0,0,6,3,0,
2025-08-10T19:53:25,USDCOP_otc,60,none,27.15788925352055,19.72864263625696,0,0,4046.7820921679336,4046.759212456607,0,0,1,1,0,1,12.22607824292004,0.2975728853764973,44.51248498865223,0,1,1,0,0,4,8,0,
2025-08-10T19:53:26,USDDZD_otc,60,none,65.8457535937926,84.01064044860975,0,0,130.44948727145152,130.43769183000052,1,0,0,0,0,1,18.201150434847907,0.025215150381103887,37.72371734291258,1,0,1,0,0,3,5,0,
2025-08-10T19:53:28,USDINR_otc,60,none,32.70310594228351,26.855473821487507,0,0,91.04865346534953,91.04741007068539,0,0,1,0,1,0,20.088849568886417,0.005865214593187494,53.33185443004045,1,0,1,0,0,6,5,0,
2025-08-10T19:53:29,USDJPY_otc,60,none,93.12755977810973,95.671222923455,0,0,148.86125552810586,148.88751134539433,0,1,0,1,1,0,12.404426677080279,0.05365319713845679,61.72963582924522,0,1,1,0,0,4,5,0,
2025-08-10T19:53:30,USDJPY_otc,60,none,93.12755977810973,95.671222923455,0,0,148.86125552810586,148.88751134539433,0,1,0,1,1,0,12.404426677080279,0.05365319713845679,61.72963582924522,0,1,1,0,0,4,5,0,
2025-08-10T19:53:33,USDMXN_otc,60,none,64.7253832726696,58.09640311576365,0,0,19.892992726264172,19.893383968716023,0,1,0,0,1,0,40.96621540123102,0.0005391069717144542,74.12303773309114,1,0,1,0,0,7,4,0,
2025-08-10T19:53:34,USDTRY_otc,60,none,67.12382700906052,54.943771464487874,0,0,40.73914684830157,40.743588249269344,0,1,0,0,1,0,11.038365512574021,0.006543333610284445,62.048182249553804,0,1,1,0,0,4,4,0,
2025-08-10T19:53:35,USDZAR_otc,60,none,57.75672981059646,68.54159377389033,0,0,14.86024310658356,14.859862003816007,1,0,0,0,0,1,23.142536242235813,0.0006753932346302433,38.59518041254238,0,1,1,0,0,4,6,0,
2025-08-10T19:53:36,XAGUSD_otc,60,none,53.58573717948472,50.2871841322923,0,0,38.30323476850482,38.30912341042768,0,1,0,0,1,0,16.143502983836868,0.006442215490274889,64.86448903993687,0,1,1,0,0,6,4,0,
2025-08-10T19:53:37,XAUUSD_otc,60,none,64.2318582027893,85.2896073909817,0,0,3399.3155018940824,3399.2780480824167,1,0,0,0,1,0,16.085036056387516,0.05407365479536747,45.94935682059538,1,0,1,0,0,3,6,0,
2025-08-10T19:53:39,XRPUSD_otc,60,none,33.4814341481551,23.713895749579734,1,0,3.857598426928045,3.862918470134729,0,0,1,1,1,0,16.746547294906605,0.013215819275993542,53.81544884679113,0,1,1,0,0,10,4,0,
2025-08-10T19:53:40,ZECUSD_otc,60,none,10.130532896740027,9.561896716842215,1,0,72.6848967480826,72.29911731723313,1,0,0,0,0,1,21.53755149958825,0.5280895763240434,36.11104993992505,0,1,1,0,0,6,6,0,
2025-08-10T19:53:43,ADAUSD_otc,60,none,55.031840896501215,61.72049986586268,0,0,0.8128780979707843,0.8128464766571083,1,0,0,0,0,1,14.46530004704611,0.00032334795835258303,46.16830192654909,1,0,1,0,0,4,6,0,
2025-08-10T19:53:44,ATOUSD_otc,60,none,27.425036266202294,15.311449907566475,0,0,6.040823940263046,6.039062357296858,0,0,1,0,1,0,19.064768081318213,0.021786764160517023,53.42922006354854,1,0,1,0,0,5,4,0,
2025-08-10T19:53:45,AUDCHF_otc,60,none,86.5408082245324,81.87484897786985,0,0,0.5307065563400413,0.5309116381868472,0,1,0,0,1,0,15.133601772166143,0.0003290852044786241,59.36296500764805,0,1,1,0,0,4,4,0,
2025-08-10T19:53:46,AUDNZD_otc,60,none,72.01111715905711,85.65601360076893,0,0,1.1406195841089866,1.1406148027620322,1,0,0,0,1,0,17.493821494590104,0.001195456110794826,50.05583930519267,1,0,1,0,0,6,2,0,
2025-08-10T19:53:47,AUDUSD_otc,60,none,68.53122617315046,60.277604491581336,0,0,0.6660053367256669,0.6663004171825657,0,1,0,0,1,0,43.77452152845691,0.00037886858538842765,76.1598080311815,1,0,1,0,0,7,4,0,
2025-08-10T19:53:48,AXSUSD_otc,60,none,71.55581625226755,78.49252800988529,0,0,2.6297770870685535,2.6305798509358036,0,0,1,1,0,1,13.737991031576767,0.004995264857839166,48.40593132472352,0,1,1,0,0,6,5,0,
2025-08-10T19:53:50,BEAUSD_otc,60,none,48.57340241796212,43.19113413932083,0,0,0.00837594207949513,0.008390837830683246,0,1,0,0,1,0,30.49311640882726,3.532222292590211e-05,65.13983806180005,1,0,1,0,0,8,4,0,
2025-08-10T19:53:51,BNBUSD_otc,60,none,35.3509941948467,19.19401543702918,0,0,796.9753597842704,797.3065547115962,0,0,1,1,1,0,40.59095787559536,1.0311989267364061,63.19075437751714,1,0,1,0,0,10,4,0,
2025-08-10T19:53:52,BRLUSD_otc,60,none,35.03951651900821,19.34727395674723,0,0,0.1886228056673752,0.18884205074815563,0,1,0,0,1,0,24.83272292243552,0.0004482794443790102,63.469879567628915,1,0,1,0,0,8,3,0,
2025-08-10T19:53:53,DASUSD_otc,60,none,17.01919658727381,22.426070264862684,0,0,23.318843077451756,23.30195619104305,1,0,1,0,0,1,22.194771629988423,0.034365179042669315,39.73238241465408,0,1,1,0,0,5,7,0,
2025-08-10T19:53:54,ETHUSD_otc,60,none,39.9273697246061,27.078817640996544,0,0,3898.9059478034737,3899.2174865911934,0,1,0,0,1,0,33.716037195521785,1.4756751519225482,61.853721404146874,1,0,1,0,0,7,3,0,
2025-08-10T19:53:55,EURAUD_otc,60,none,88.59170525291904,88.65492030042738,0,1,1.8173752448537508,1.8178553941647713,0,1,0,0,1,0,17.849301743592363,0.0004108512459694733,66.49238988705882,1,0,1,0,0,6,5,0,
2025-08-10T19:53:56,EURCHF_otc,60,none,58.638329290159284,51.18716966095918,0,0,0.9353500062171676,0.9357356467761863,0,1,0,0,1,0,36.765173058992886,0.000819330888568778,68.3384037528799,1,0,1,0,0,7,4,0,
2025-08-10T19:53:57,EURGBP_otc,60,none,33.41028590206998,23.713876128054782,0,0,0.8500691584690901,0.8502058479337875,0,1,0,0,1,0,22.93718649525569,0.0004185307382088416,61.95493465539947,1,0,1,0,0,6,4,0,
2025-08-10T19:53:58,EURJPY_otc,60,none,19.636725532738485,20.355844858970634,0,0,172.0821316744914,172.07066275481995,1,0,1,0,0,1,20.897890976431068,0.027920226598024872,50.47458740229328,0,1,1,0,0,5,7,0,
2025-08-10T19:53:59,EURSGD_otc,60,none,22.02380952374107,17.26190476187657,0,0,1.4963350938685456,1.4963311587876709,1,0,0,0,0,1,16.135907180685866,1.3409676617551289e-05,47.063421601217236,0,1,1,0,0,3,6,0,
2025-08-10T19:54:00,FLOUSD_otc,60,none,51.58882947118274,59.01643889879234,0,0,0.00011722993513504047,0.00011723364825440311,0,1,0,0,0,1,22.986916316034918,9.08013904213699e-08,47.037585808844945,0,1,1,0,0,5,6,0,
2025-08-10T19:54:02,GALUSD_otc,60,none,89.65676953829664,93.36623664009994,0,0,0.19272110425632122,0.19605664919566324,0,1,0,0,1,0,17.28346995067371,0.003663871462842433,63.29604414561912,1,0,1,0,0,4,3,0,
2025-08-10T19:54:04,GBPNZD_otc,60,none,70.89495638983603,64.05222446104638,0,0,1.8902973319903893,1.8906544576576105,0,1,0,0,1,0,19.118480421460948,0.0016251797367600788,61.10324455804438,1,0,1,0,0,5,3,0,
2025-08-10T19:54:05,INTC_otc,60,none,64.85519854618583,81.65702691958252,0,0,22.023680250190207,21.98359993561989,1,0,0,0,0,1,20.11641938566322,0.06110157521922459,44.385499967687906,0,1,1,0,0,3,6,0,
2025-08-10T19:54:06,JNJ_otc,60,none,41.62043504673302,35.37969334782477,0,0,168.47202295134068,168.52016341565448,0,1,0,0,1,0,14.314142512413273,0.060221002361643884,66.25672852100419,1,0,1,0,0,7,3,0,
2025-08-10T19:54:07,LINUSD_otc,60,none,39.79291293928278,22.449851249183364,0,0,18.99829621176817,19.01274558618687,0,1,0,1,1,0,30.49576069198209,0.03184646527397889,64.86756366289141,1,0,1,0,0,8,4,0,
2025-08-10T19:54:08,LTCUSD_otc,60,none,63.55921402018067,75.42019236443048,0,0,106.4747129809769,106.54767490875726,0,0,0,1,1,0,21.563360005600575,0.5071203504627377,48.164544265910905,1,0,1,0,0,7,5,0,
2025-08-10T19:54:09,MANUSD_otc,60,none,87.85934901401765,93.96708558690771,0,0,0.2485836876482742,0.24859797084843233,0,1,0,0,0,1,19.673023595854946,0.0021869488880229223,49.33422023164006,0,1,1,0,0,1,7,0,
2025-08-10T19:54:10,MCD_otc,60,none,41.64922573959175,22.632404285715193,0,0,276.7416475849026,276.77778661519443,0,1,0,0,1,0,20.42331106812551,0.07242862134776873,63.88389702665911,1,0,1,0,0,7,4,0,
2025-08-10T19:54:12,MELUSD_otc,60,none,56.843167458805254,36.67658857394406,0,0,0.26096437205196066,0.2613155899937549,0,1,0,0,1,0,17.736350212079966,0.0004724745811888737,58.603541305122064,0,1,1,0,0,5,4,0,
2025-08-10T19:54:13,NZDCAD_otc,60,none,49.11275831087224,51.27657981431625,0,0,0.8188922013583276,0.8187518620169698,1,0,0,0,1,0,17.884899730770652,0.000831405323025778,52.454590121067206,1,0,1,0,0,7,2,0,
2025-08-10T19:54:14,NZDCHF_otc,60,none,63.905244725068876,82.05873138895501,0,0,0.48178301385241645,0.4814511101004584,1,0,0,0,0,1,21.274341307595396,0.0007128495428973511,38.65955440638913,0,1,1,0,0,4,6,0,
2025-08-10T19:54:15,NZDUSD_otc,60,none,80.69155909640646,80.04157736663804,0,0,0.6065718383350345,0.6069818694875753,0,1,0,0,1,0,27.485765128930176,0.00038462504831231886,67.1121995916478,1,0,1,0,0,7,4,0,
2025-08-10T19:54:16,PEPUSD_otc,60,none,69.03464641670621,84.88994357432887,0,0,1.2331784550574686e-05,1.2308512465578573e-05,1,0,0,0,0,1,20.20582476985496,9.454550523313086e-08,38.38074799636294,0,1,1,0,0,3,7,0,
2025-08-10T19:54:17,SHIUSD_otc,60,none,88.88888888888864,86.2573099415203,0,0,1.3904730601836395e-05,1.3977454463388012e-05,0,1,0,0,1,0,54.343348420043526,1.0195944439050661e-07,72.59265112121798,1,0,1,0,0,6,4,0,
2025-08-10T19:54:18,SOLUSD_otc,60,none,48.71565788391529,41.29563979032244,0,0,182.75131788633985,182.94386688768907,0,1,0,0,1,0,13.845820841911348,0.47498299570998354,57.172730678104614,1,0,1,0,0,6,3,0,
2025-08-10T19:54:19,TIAUSD_otc,60,none,63.023502083761024,75.74009279871541,0,0,1.8400895273639357,1.8400306906861554,1,0,0,0,0,1,17.96923804052049,0.00021605182012499256,39.803006092875286,0,1,1,0,0,3,5,0,
2025-08-10T19:54:20,TONUSD_otc,60,none,27.07507269362938,30.445413692836343,0,0,2.9502024406304814,2.9314186042920007,1,0,0,0,0,1,32.938965002894165,0.03948155021949451,29.625683093579468,0,1,1,0,0,4,6,0,
2025-08-10T19:54:22,TRXUSD_otc,60,none,49.50980392156867,51.90631808278861,0,0,0.39746771480214715,0.3966597059407432,1,0,0,0,1,0,31.931728289118194,0.004942539780903982,58.188548934631164,1,0,1,0,0,9,3,0,
2025-08-10T19:54:23,USDBDT_otc,60,none,9.9764928895232,8.148759467477554,0,0,126.30822229348658,126.30417141399913,1,0,0,0,0,1,33.4898605987931,0.043762625443710165,37.60937288005805,0,1,1,0,0,4,7,0,
2025-08-10T19:54:24,USDCOP_otc,60,none,24.184346585847212,21.52091077384242,0,0,4046.73906912595,4046.659737485536,1,0,1,0,0,1,12.61853361812598,0.2856034079742368,42.24647444184833,0,1,1,0,0,4,6,0,
2025-08-10T19:54:25,USDDZD_otc,60,none,65.70784561847857,83.4190001802297,0,0,130.44736545358865,130.43989727666684,1,0,0,0,0,1,17.341649303118796,0.024485497606774882,41.08036618369979,1,0,1,0,0,4,4,0,
2025-08-10T19:54:27,USDINR_otc,60,none,28.5929993136896,30.032791885939677,0,0,91.04601509901215,91.04120335689512,1,0,1,0,0,1,19.290742104724053,0.006074842125908727,44.59616076266036,0,1,1,0,0,4,6,0,
2025-08-10T19:54:28,USDJPY_otc,60,none,82.09095494037315,90.88507165974902,0,0,148.8564416460794,148.85717044846479,0,1,0,0,1,0,11.564190094729119,0.055106540664058234,51.993522747896264,0,1,1,0,0,1,8,0,
2025-08-10T19:54:29,USDJPY_otc,60,none,82.09095494037315,90.88507165974902,0,0,148.8564416460794,148.85717044846479,0,1,0,0,1,0,11.564190094729119,0.055106540664058234,51.993522747896264,0,1,1,0,0,1,8,0,
2025-08-10T19:54:30,USDMXN_otc,60,none,75.83635832400037,73.2173652144708,0,0,19.89313704469813,19.893507989572008,0,1,0,0,1,0,41.30670499404578,0.0005213136126840818,73.94000730453587,1,0,1,0,0,5,4,0,
2025-08-10T19:54:32,USDTRY_otc,60,none,54.65590229085738,47.74273636997693,0,0,40.73918513622618,40.740729416423115,0,1,0,0,1,0,11.47950505941333,0.006561667015426575,54.87487713888332,0,1,1,0,0,4,5,0,
2025-08-10T19:54:34,USDZAR_otc,60,none,58.25191093387847,65.61141605307495,0,0,14.86018982993767,14.859974001272002,1,0,0,0,0,1,22.55735792426005,0.0006635794322786657,40.477721152250595,0,1,1,0,0,4,6,0,
2025-08-10T19:54:35,XAGUSD_otc,60,none,69.5878451114528,70.02608607698289,0,1,38.30487607637862,38.309574470142564,0,1,0,0,1,0,17.203502107679743,0.006282057099918997,63.70678705389566,0,1,1,0,0,3,6,0,
2025-08-10T19:54:36,XAUUSD_otc,60,none,69.38457878849043,87.43601884840324,0,0,3399.3066264205618,3399.2793493608056,1,0,0,0,1,0,15.820778772576094,0.052425536589588644,47.681144868214716,1,0,1,0,0,3,4,0,
2025-08-10T19:54:37,XRPUSD_otc,60,none,37.834283538593546,32.78497185713564,1,0,3.858748820196034,3.8624394900449097,0,1,0,1,0,1,15.998536125988284,0.013371832344830303,50.67259811611817,0,1,1,0,0,6,5,0,
2025-08-10T19:54:39,ZECUSD_otc,60,none,11.855196802381345,11.192420257958355,1,0,72.59367256106194,72.31303910574437,1,0,0,0,0,1,23.046272316663842,0.5160831697109199,37.52092247685558,0,1,1,0,0,6,5,0,
2025-08-10T19:54:42,ADAUSD_otc,60,none,42.73504273504417,55.74548907882363,0,0,0.8127510734780882,0.8125288255523695,1,0,0,0,0,1,14.758140142896966,0.00034739454136553644,38.706408742426476,1,0,1,0,0,4,6,0,
2025-08-10T19:54:43,ATOUSD_otc,60,none,27.875519694826554,18.7597331161687,0,0,6.039367955197284,6.036354119098953,1,0,1,0,1,0,19.159344449366646,0.021159137587292542,53.05955758220484,1,0,1,0,0,5,3,0,
2025-08-10T19:54:44,AUDCHF_otc,60,none,74.98404994559745,68.45020647166189,0,0,0.530742417255031,0.5308705460622825,0,1,0,0,1,0,14.270809174357655,0.00032700769518529164,56.69895305130005,0,1,1,0,0,3,4,0,
2025-08-10T19:54:45,AUDNZD_otc,60,none,63.62667369936431,83.38716369176859,0,0,1.14032718808174,1.1398382675873442,1,0,0,0,0,1,17.460520440078255,0.0012022092470203292,43.31766227781188,1,0,1,0,0,3,6,0,
2025-08-10T19:54:47,AUDUSD_otc,60,none,64.75559540413411,57.1672090500569,0,0,0.6661140025442501,0.6663934723941886,0,1,0,0,1,0,45.445636213133305,0.0003868065347211581,76.51358537851982,1,0,1,0,0,6,4,0,
2025-08-10T19:54:48,AXSUSD_otc,60,none,66.06045235602296,73.33267412330349,0,0,2.630107815301415,2.630926616978601,0,1,0,1,0,1,13.128278534160946,0.004974174345986619,48.12839789768543,0,1,1,0,0,3,6,0,
2025-08-10T19:54:49,BCHUSD_otc,60,none,37.11605428301042,35.155322906933236,0,0,576.8710016875667,576.5880067364569,1,0,0,0,0,1,12.67069862574466,0.6967099507473936,42.33338684322284,0,1,1,0,0,3,5,0,
2025-08-10T19:54:50,BEAUSD_otc,60,none,52.88255613126088,51.62751871042051,0,0,0.008379456559621348,0.008390279276894416,0,1,0,0,1,0,31.673177550860704,3.4870636605978846e-05,64.18089725383149,1,0,1,0,0,6,4,0,
2025-08-10T19:54:51,BNBUSD_otc,60,none,34.237177143834806,20.402852825032824,0,0,797.2315198382028,797.7688515705321,0,1,0,1,1,0,40.225590974033366,1.0111133167729,64.88707629758974,1,0,1,0,0,7,4,0,
2025-08-10T19:54:52,BRLUSD_otc,60,none,29.555630348091423,22.471417352548244,0,0,0.1886146042505314,0.18867401691605187,0,1,0,0,1,0,25.916840109620022,0.000469116626373819,57.73484471415081,1,0,1,0,0,4,6,0,
2025-08-10T19:54:53,DASUSD_otc,60,none,9.089609424143443,15.71643697222676,0,0,23.295882308088817,23.25198539701435,1,0,0,0,0,1,23.887093365942736,0.036767665521177995,31.565932529403398,0,1,1,0,0,4,7,0,
2025-08-10T19:54:54,ETHUSD_otc,60,none,41.309879411435205,25.050706199058926,0,0,3899.0019608526054,3899.2658288637313,0,1,0,0,1,0,34.2222947590167,1.4474126481539797,61.37602027580814,1,0,1,0,0,6,4,0,
2025-08-10T19:54:56,EURAUD_otc,60,none,91.49961062829324,92.50942433699981,0,0,1.8176864336403131,1.818365131388257,0,1,0,0,1,0,20.12005758855944,0.00043507608082889095,72.23716288046715,1,0,1,0,0,7,4,0,
2025-08-10T19:54:57,EURCHF_otc,60,none,46.047887737649894,46.23328611517729,0,0,0.9352300046628756,0.9351585489253954,0,0,1,0,1,0,35.11040263175546,0.0008908072454888616,58.115099071256935,1,0,1,0,0,6,6,0,
2025-08-10T19:54:58,EURGBP_otc,60,none,27.01088565507438,30.206511577973913,0,0,0.8500443688518176,0.8500486159779291,0,1,0,0,1,0,22.55287526008326,0.00040577854323310463,58.36942437270722,1,0,1,0,0,4,6,0,
2025-08-10T19:54:59,EURJPY_otc,60,none,29.524590804321793,28.409865148283288,0,0,172.07759875586854,172.0662209182733,1,0,0,0,0,1,19.482993687118178,0.02778306830635687,50.474585936588554,0,1,1,0,0,4,4,0,
2025-08-10T19:55:01,EURSGD_otc,60,none,22.619047618986247,17.857142857121765,0,0,1.4963328653010568,1.4963301287541857,1,0,0,0,0,1,15.389034767347221,1.1562425473563254e-05,47.06342399679407,0,1,1,0,0,3,4,0,
2025-08-10T19:55:03,FLOUSD_otc,60,none,53.455608718767515,60.74782916888264,0,0,0.00011721745135128035,0.0001171978827514677,0,0,1,0,0,1,23.108342864918594,9.002985952906756e-08,43.54937545605202,0,1,1,0,0,5,7,0,
2025-08-10T19:55:04,GALUSD_otc,60,none,90.16404071840765,94.45110886693868,0,0,0.19326582819224092,0.19528554973188775,0,1,0,0,1,0,16.9512543465357,0.003737880717297269,60.01774885605492,1,0,1,0,0,4,3,0,
2025-08-10T19:55:05,GBPNZD_otc,60,none,60.95902796727154,51.71821344757303,0,0,1.890545498992792,1.8910781525525369,0,1,0,0,1,0,18.49554821362913,0.0015940955028825165,62.826867944679,1,0,1,0,0,6,3,0,
2025-08-10T19:55:06,INTC_otc,60,none,65.80214343015629,81.89542046090321,0,0,22.014260187642655,21.985199978539963,1,0,0,0,0,1,20.09672543251375,0.06123717721520496,45.069513181684755,0,1,1,0,0,3,6,0,
2025-08-10T19:55:08,JNJ_otc,60,none,57.94254439672793,52.91756511680427,0,0,168.4947672135055,168.54872113855149,0,1,0,0,1,0,15.35963114442813,0.06006236081348198,67.93713378914089,1,0,1,0,0,6,3,0,
2025-08-10T19:55:09,LINUSD_otc,60,none,35.217734522843486,18.438436062726673,0,0,19.004222158826128,19.01891519539562,0,1,0,0,1,0,30.62754391203856,0.03171457612458743,65.03563481539194,1,0,1,0,0,7,3,0,
2025-08-10T19:55:10,LTCUSD_otc,60,none,65.5408036820677,75.91550126866133,0,0,106.57603473573268,106.76922496958575,0,1,0,1,1,0,20.380727088488566,0.4930403107140426,49.93019767964151,1,0,1,0,0,6,5,0,
2025-08-10T19:55:11,MANUSD_otc,60,none,88.1813015061097,92.56798604324509,0,0,0.24863776573620566,0.24873265694947744,0,1,0,0,0,1,18.298849883750897,0.00211645239477504,50.69842679517106,0,1,1,0,0,4,4,0,
2025-08-10T19:55:12,MELUSD_otc,60,none,41.021174811658604,22.782083208548347,0,0,0.2610582790389705,0.26133186333125163,0,1,0,0,1,0,18.464424924406476,0.00047229785414928325,57.30962497579213,0,1,1,0,0,4,4,0,
2025-08-10T19:55:13,NZDCAD_otc,60,none,43.646867398593834,48.144343640202656,0,0,0.8187941510187458,0.8185839540056566,1,0,0,0,1,0,16.64961190996281,0.0008148763942788671,49.22093472903299,1,0,1,0,0,4,6,0,
2025-08-10T19:55:14,NZDCHF_otc,60,none,66.60616234030347,85.03454004556922,0,0,0.48172726038931235,0.48152370336681943,1,0,0,0,0,1,21.039659930881303,0.0007205031588219018,38.913081897297516,0,1,1,0,0,3,6,0,
2025-08-10T19:55:15,PEPUSD_otc,60,none,70.68217054263577,86.13455149501665,0,0,1.2326338412931015e-05,1.2309504155192859e-05,1,0,0,0,0,1,21.26706502938185,9.422082775336544e-08,39.258090743223924,0,1,1,0,0,3,6,0,
2025-08-10T19:55:16,SHIUSD_otc,60,none,88.93978983564648,86.22111371271502,0,0,1.3926047951377297e-05,1.398581815446267e-05,0,1,0,0,1,0,55.47553790028211,1.0110519341669185e-07,70.7111403531538,1,0,1,0,0,5,4,0,
2025-08-10T19:55:18,SOLUSD_otc,60,none,56.86716791979944,52.183235867446676,0,0,182.7759884147549,182.88128896256302,0,1,0,0,1,0,13.062491270271911,0.48891276701505576,54.44324115290382,1,0,1,0,0,5,3,0,
2025-08-10T19:55:19,TIAUSD_otc,60,none,63.53380252210047,75.15108101244286,0,0,1.8401171455229517,1.8401435635620518,0,0,0,1,0,1,17.851906347125986,0.0002127624127671029,44.88763479934409,0,1,1,0,0,4,5,0,
2025-08-10T19:55:20,TONUSD_otc,60,none,29.416474827344718,28.975926286874614,1,0,2.947651830472861,2.9371395347640004,1,0,0,0,0,1,33.318830263812224,0.03966143999022882,32.2602585671184,0,1,1,0,0,6,5,0,
2025-08-10T19:55:21,TRXUSD_otc,60,none,48.61111111111109,51.2254901960784,0,0,0.39692578610161033,0.39575323531358103,1,0,0,0,1,0,30.914991111255922,0.004925215484583285,54.58289300688504,1,0,1,0,0,5,6,0,
2025-08-10T19:55:22,USDCOP_otc,60,none,38.10755372030943,28.962215742621677,0,0,4046.764301844463,4046.779912495179,0,0,0,1,0,1,12.025445665880243,0.287346028468103,48.18594796561071,0,1,1,0,0,6,4,0,
2025-08-10T19:55:24,USDINR_otc,60,none,30.882271850012316,31.154305670440195,0,0,91.04506132425911,91.04186778563171,1,0,0,0,1,0,18.73695391568331,0.006069496348309488,49.71807934215622,0,1,1,0,0,5,4,0,
2025-08-10T19:55:25,USDJPY_otc,60,none,90.23968508821507,89.3590031867032,0,1,148.86283123455954,148.8737234828216,0,1,0,0,1,0,10.822836215950831,0.05531321711859446,57.02736987007167,0,1,1,0,0,5,6,0,
2025-08-10T19:55:26,USDJPY_otc,60,none,90.23968508821507,89.3590031867032,0,1,148.86283123455954,148.8737234828216,0,1,0,0,1,0,10.822836215950831,0.05531321711859446,57.02736987007167,0,1,1,0,0,5,6,0,
2025-08-10T19:55:27,USDMXN_otc,60,none,76.7284441446832,77.4458153620492,0,1,19.893175283523597,19.89336266319067,0,1,0,0,1,0,41.140579516252366,0.0005190769187975037,68.81589660797462,1,0,1,0,0,5,6,0,
2025-08-10T19:55:29,XAGUSD_otc,60,none,88.03474378881928,87.99796896943708,0,1,38.30698205728396,38.31205815671419,0,1,0,0,1,0,18.44737641530664,0.00621905277711044,66.2309657294254,0,1,1,0,0,4,6,0,
2025-08-10T19:55:30,XAUUSD_otc,60,none,66.378211193127,84.89890681134325,0,0,3399.2912198154213,3399.2564497869353,1,0,0,0,0,1,15.882997232142717,0.05275228523391562,43.894722251622404,1,0,1,0,0,3,6,0,
2025-08-10T19:55:31,XRPUSD_otc,60,none,54.10303935954645,47.34268036911944,0,0,3.8596366151470254,3.8623464966816363,0,1,0,0,0,1,15.303823968945098,0.013138129845807537,50.7225894089891,0,1,1,0,0,5,4,0,
2025-08-10T19:55:33,ZECUSD_otc,60,none,13.161071116018922,11.741297810668527,0,0,72.52275442079645,72.31101303524812,1,0,0,0,0,1,23.938012466677616,0.5056486503224806,37.42210197881224,0,1,1,0,0,4,6,0,
2025-08-10T19:55:36,ADAUSD_otc,60,none,37.03567387777992,52.04133098870019,0,0,0.8126483051085661,0.8124029418507898,1,0,0,0,0,1,15.663048941549977,0.00034258064134052424,38.28110945315023,1,0,1,0,0,4,4,0,
