ts,asset,tf,direction,k_last,d_last,bull_stoch,bear_stoch,ema7_last,ema2_last,ema_align_up,ema_align_down,ema_cross_up_win,ema_cross_dn_win,trend_up,trend_down,adx14,atr14,rsi14,htf_up,htf_down,ticks_ok,near_res,near_sup,buy_score,sell_score,has_signal,result
2025-08-10T19:43:45,USDEGP_otc,60,none,28.726306056394957,32.69456002465593,0,0,51.09829540077688,51.09800949618234,1,0,0,0,0,1,20.975578182404696,0.00261444624958142,43.31376371663091,0,1,1,0,0,4,6,0,
2025-08-10T19:43:46,USDINR_otc,60,none,86.66771301060902,90.17997409738398,0,0,91.03907604671271,91.04086390214289,0,1,0,1,1,0,14.537901327144528,0.006289348827699377,57.43109443467881,0,1,1,0,0,5,5,0,
2025-08-10T19:43:47,USDJPY_otc,60,none,72.6201522984749,78.3497906018837,0,0,148.79830892375998,148.79543418980268,1,0,0,0,0,1,13.926978007742449,0.05301879324838917,51.1022750107816,0,1,1,0,0,3,5,0,
2025-08-10T19:43:48,USDJPY_otc,60,none,72.6201522984749,78.3497906018837,0,0,148.79830892375998,148.79543418980268,1,0,0,0,0,1,13.926978007742449,0.05301879324838917,51.1022750107816,0,1,1,0,0,3,5,0,
2025-08-10T19:43:49,USDMXN_otc,60,none,45.28725743596457,25.804017833752443,0,0,19.890945826943387,19.891368712485825,0,1,0,0,1,0,30.0845246175769,0.0005343040260031204,66.66569470609211,0,1,1,0,0,7,5,0,
2025-08-10T19:43:51,XAUUSD_otc,60,none,45.68054752265862,36.59437054176184,0,0,3399.336219683475,3399.3492186254534,0,0,0,1,1,0,19.101557147229574,0.05604946508902335,61.72270506402725,1,0,1,0,0,7,4,0,
2025-08-10T19:43:52,XRPUSD_otc,60,none,6.148846330985367,3.990593230109327,0,0,3.8554124661637252,3.8451429856237525,1,0,0,0,0,1,20.935250252622478,0.012012169395356273,31.392284515234465,0,1,1,0,0,4,7,0,
2025-08-10T19:43:53,ZECUSD_otc,60,none,19.521575984990807,7.676498527184308,0,0,73.65096872965576,73.71846529866524,0,0,0,1,0,1,16.79790734954078,0.5482381094646084,50.131199193729586,0,1,1,0,0,6,4,0,
2025-08-10T19:43:56,ADAUSD_otc,60,none,43.136707777589145,40.529295409586496,0,0,0.8135441622688462,0.813420125589622,1,0,1,0,1,0,21.587340845817984,0.00038501061634395534,52.69345727738477,1,0,1,0,0,6,6,0,
2025-08-10T19:43:57,APTUSD_otc,60,none,71.09695917073306,85.29434246635788,0,0,4.969191597161129,4.965405701056017,1,0,0,0,0,1,12.676054059857025,0.0249758979431288,46.37087551850971,0,1,1,0,0,5,3,0,
2025-08-10T19:43:58,ARBUSD_otc,60,none,61.69020513722253,52.18719838703763,0,0,0.4045871387524685,0.4046438686039869,0,1,0,0,1,0,13.145233247060204,0.00048403951664491394,56.596970040440425,1,0,1,0,0,5,3,0,
2025-08-10T19:43:59,ATOUSD_otc,60,none,37.12731529298359,44.13498371004977,0,0,5.994509745893471,5.991136022188558,1,0,0,0,0,1,12.874002137036403,0.022840153644309587,42.84036615192255,1,0,1,0,0,4,4,0,
2025-08-10T19:44:01,AUDCHF_otc,60,none,39.69231840172778,35.02797984368384,0,0,0.5305479771987895,0.5304344317113849,1,0,1,0,0,1,16.590470159413783,0.0003561389370830901,47.552178823638975,0,1,1,0,0,4,6,0,
2025-08-10T19:44:03,AUDNZD_otc,60,none,95.19009793274256,93.03327859668838,0,0,1.1420389359684064,1.1436027650802536,0,1,0,0,1,0,21.231962968770258,0.0012003254804995723,70.46817108331011,1,0,1,0,0,7,4,0,
2025-08-10T19:44:05,AVAUSD_otc,60,none,9.511631871794137,21.533690039735628,0,0,24.10760531065205,24.082498375000057,1,0,0,0,0,1,18.141362690901882,0.03829919962116258,34.98450902197173,1,0,1,0,0,4,4,0,
2025-08-10T19:44:06,AXSUSD_otc,60,none,67.02032008631508,75.03920398899749,0,0,2.6344065138697825,2.633605969423783,1,0,0,0,0,1,15.369616826139776,0.0044909671460717565,47.221355656183725,0,1,1,0,0,2,5,0,
2025-08-10T19:44:07,BCHUSD_otc,60,none,31.774066059374793,25.899770577203594,1,0,576.6352818090407,576.6697810481048,0,0,0,1,0,1,15.175523575875397,0.7269362352154614,48.21979182639574,0,1,1,0,0,8,4,0,
2025-08-10T19:44:08,BEAUSD_otc,60,none,83.28778216418651,70.84333771974217,0,0,0.008301566808269642,0.008339021338314764,0,1,0,0,1,0,20.56252672666219,3.805498574806992e-05,65.38070977450275,1,0,1,0,0,7,4,0,
2025-08-10T19:44:10,BNBUSD_otc,60,none,47.653425344303685,56.42957271947096,0,0,795.5718140165512,794.9163883468161,1,0,0,0,1,0,46.98729254360647,0.9773045203977503,53.20978487103154,1,0,1,0,0,5,6,0,
2025-08-10T19:44:11,BONUSD_otc,60,call,16.88034188034206,16.351241351241494,1,0,3.153091766980637e-05,3.150042081358111e-05,1,0,0,0,1,0,22.0966666393653,9.240895443899007e-08,47.51898917009173,1,0,1,0,0,7,5,1,
2025-08-10T19:45:14,ADAUSD_otc,60,none,31.097726749898474,28.772193989582988,0,0,0.813429841276226,0.8132933472877358,1,0,0,0,1,0,20.125283208666307,0.00036176935248329305,51.65982808629651,1,0,1,0,0,5,5,0,
2025-08-10T19:45:16,APTUSD_otc,60,none,90.25570128874413,91.60123977930785,0,0,4.984107773403135,5.004156189006224,0,1,0,1,1,0,12.66427006171663,0.025565953595962337,58.160040734448785,1,0,1,0,0,6,4,0,
2025-08-10T19:45:17,ARBUSD_otc,60,none,53.44054580896627,41.5079365079359,0,0,0.4047840155482635,0.4050315409559985,0,1,0,0,1,0,12.885368198817204,0.00047557488890712237,62.851939930536034,1,0,1,0,0,7,3,0,
2025-08-10T19:45:18,ATOUSD_otc,60,none,43.36343078311342,49.99214796614208,0,0,5.994786732065077,5.996126224687617,0,0,0,1,0,1,11.974013773997992,0.021836660979873145,46.2538280794846,1,0,1,0,0,6,4,0,
2025-08-10T19:45:19,AUDCHF_otc,60,none,41.84562551483208,44.74560581830915,0,0,0.5305284828990922,0.530458143903795,1,0,0,0,0,1,16.857320556330148,0.0003592718664631278,49.50462801508158,0,1,1,0,0,4,5,0,
2025-08-10T19:45:21,AUDNZD_otc,60,none,82.85807916210068,82.34781329671088,0,0,1.142459201976305,1.1436809216934178,0,1,0,0,1,0,22.37320165772666,0.0011810164603404689,67.04048183855214,1,0,1,0,0,5,4,0,
2025-08-10T19:45:22,AVAUSD_otc,60,none,21.34990823611353,37.556958855306355,0,0,24.09920398298904,24.076832791666686,1,0,0,0,0,1,18.976860915631196,0.0377778282562873,34.55437640279855,1,0,1,0,0,4,4,0,
2025-08-10T19:45:23,AXSUSD_otc,60,none,76.03471649082968,80.26264048264154,0,0,2.6350298854023366,2.6358019898079275,0,0,0,1,1,0,15.336158062612867,0.004527326632585016,53.096607130308776,0,1,1,0,0,5,5,0,
2025-08-10T19:45:24,BCHUSD_otc,60,none,36.415711818683484,29.754604156606984,1,0,576.7889613567805,577.0565936827016,0,1,0,1,0,1,14.1136010217114,0.71001219441748,49.81612959598155,0,1,1,0,0,7,4,0,
2025-08-10T19:45:25,BEAUSD_otc,60,none,79.31730857495062,66.11077452998872,0,0,0.008306425106202232,0.008327007112771588,0,1,0,0,1,0,21.620126043488682,3.826534348760282e-05,59.823467205848864,1,0,1,0,0,5,5,0,
2025-08-10T19:45:26,BNBUSD_otc,60,none,58.649885236845215,65.48410202368608,0,0,795.6138605124135,795.4654627822721,1,0,0,0,1,0,45.40713095065894,1.011068490920133,59.44946078004083,1,0,1,0,0,9,3,0,
2025-08-10T19:45:27,BRLUSD_otc,60,none,78.54019445482622,81.28990047397797,0,1,0.18810578451716203,0.18845495864899606,0,1,0,0,1,0,19.875629105743137,0.00041152373092920205,64.12346098299537,1,0,1,0,0,4,6,0,
2025-08-10T19:45:28,DASUSD_otc,60,none,56.31808278867106,59.94916485112555,0,0,23.330117805803734,23.332569433464947,0,0,0,1,0,1,26.35513818401231,0.03315318256097936,45.521290156015446,0,1,1,0,0,6,6,0,
2025-08-10T19:45:29,ETHUSD_otc,60,none,48.31901073831241,36.80513980457069,0,0,3898.280864997476,3899.189524819337,0,1,0,0,1,0,32.682034672796654,1.5038998571934747,70.82066844385616,1,0,1,0,0,6,4,0,
2025-08-10T19:45:30,EURGBP_otc,60,none,40.28985507246279,22.135093167700706,0,0,0.8494707970477512,0.8496482935800646,0,1,0,0,1,0,20.385250346149913,0.00040104973731792704,65.78827625186963,1,0,1,0,0,8,4,0,
2025-08-10T19:45:32,EURJPY_otc,60,none,24.1549088771212,16.26020869485018,0,0,172.04848535581002,172.04433437378847,1,0,0,0,0,1,18.77626523669019,0.026540785642956536,51.51939476669343,0,1,1,0,0,4,4,0,
