ts_signal,asset,direction,hour_ist,k_prev,d_prev,k_cur,d_cur,ema2_prev,ema7_prev,ema2_cur,ema7_cur,ema_sep_pct,atr_pct,rsi_last,adx_last,outcome,pnl,next1_ret,next3_ret,vol_jump,notes
2025-08-11T10:26:44,EURCHF_otc,put,10,73.87418435805456,71.97638084734785,67.78444076831025,69.94646631743308,0.94,0.94,0.94,0.94,0.0,0.0009105530342699515,47.57230320263987,10.915335396896852,LOSS,-100.0,76.90780784945434,,1,
2025-08-11T10:32:41,TIAUSD_otc,put,10,76.96421522317381,70.36760788895096,64.58260284156103,66.24040376174669,1.83,1.83,1.83,1.83,0.0,0.00015111185495344023,53.68901625220416,28.920529232322497,WIN,93.0,0.011604095563139854,,1,
2025-08-11T10:35:27,GBPJPY,put,10,89.50333876781097,86.01319682593366,70.02538606556506,79.52054592518502,198.63,198.61,198.6,198.6,0.0,0.00010164394070042644,47.46794328897879,11.547095019581066,LOSS,-100.0,-0.002285560634579211,,0,
2025-08-11T10:37:09,GBPAUD,put,10,80.48582995952407,78.52451641926251,64.07557354926941,73.05443094917763,2.06,2.06,2.06,2.06,0.0,9.567969661256517e-05,50.29565132548056,19.868050131173256,LOSS,-100.0,,,0,
2025-08-11T10:39:22,EURCAD_otc,put,10,82.80360531309397,82.13776577628505,73.58701545134385,79.06556915570168,1.61,1.61,1.61,1.61,0.0,0.0003587085489855255,47.274389528060006,16.61985421316271,WIN,92.0,-1.0708071208743688e-05,,1,
2025-08-11T10:43:55,BRLUSD_otc,put,10,88.86193022983521,80.80077484097264,74.51593866865404,76.01877765391225,0.2,0.2,0.2,0.2,0.0,0.002464128584274011,45.380788285581026,18.209771437109282,WIN,93.0,-0.008897276894041666,,1,
2025-08-11T10:53:42,DASUSD_otc,put,10,97.84251030548121,95.29290187352031,84.11702010940284,90.71773847482753,23.43,23.41,23.4,23.4,0.0,0.0015954752974399564,55.13669541379782,34.70237869571691,WIN,90.0,,,0,
2025-08-11T11:09:25,XRPUSD_otc,put,11,75.36790731983467,70.0261320555122,63.1189113358989,65.94313339420027,2.97,2.96,2.95,2.96,0.003393857118615234,0.004281124371549228,42.57281709295231,18.518654773430633,WIN,93.0,,,0,
2025-08-11T11:12:15,CADJPY,call,11,20.551075268834882,22.773297491053302,27.47311827957364,25.080645161299557,107.27,107.26,107.27,107.26,9.322270905184027e-05,9.453313988044575e-05,54.641829819563874,12.746833132356914,WIN,30.0,,,0,
2025-08-11T11:14:39,LINUSD_otc,put,11,83.67589492888312,83.10192915023954,72.56478381777231,79.39822544653593,17.99,17.97,17.96,17.96,0.0,0.0020884079313935105,51.0504719110468,18.975309149135974,WIN,93.0,,,0,
2025-08-11T11:15:47,AXP_otc,call,11,13.245874148131948,13.791519669589102,18.347914964458727,15.492199941698027,114.21,114.21,114.23,114.22,8.753118298398281e-05,0.0003149421533439733,52.07540080292104,13.689926191963323,LOSS,-100.0,,,0,
2025-08-11T11:17:03,FLOUSD_otc,put,11,76.92307692307706,72.24596391263161,68.37606837606833,69.3969610636287,0.0,0.0,0.0,0.0,0.0,0.0009814198423350104,48.13317352504178,16.109854462897754,WIN,93.0,,,0,
2025-08-11T11:20:13,AUDUSD,put,11,74.71590909092028,73.51641414142993,64.10984848485738,69.98106060607564,0.65,0.65,0.65,0.65,0.0,0.00011079591970714974,46.688654741633535,22.61037916699298,LOSS,-100.0,,,0,
2025-08-11T11:50:16,GBPJPY,call,11,18.577174459516012,18.870454164559252,30.34188034187223,22.792022792011323,198.75,198.75,198.76,198.75,5.031142773765058e-05,0.0001137123177544498,61.14515495537592,29.454363559371107,LOSS,-100.0,-3.343065368068655e-05,,0,
2025-08-11T12:34:38,ADAUSD_otc,put,12,80.81795757423856,77.33184205255607,74.10153966379103,75.0930360824069,0.8,0.81,0.8,0.81,0.012433944668946234,0.0004498986440961457,46.41992975491154,17.733308131826,LOSS,-100.0,-0.008013598834385712,,1,
