ts_local,mode,asset,direction,note,schedule_ts,schedule_str,payout,tf_s
2025-08-18T13:18:04,live,AVAUSD_otc,call,parallel_scan score=0.83 mode=ema_cross,,,77.0,60
2025-08-18T13:35:24,live,GBPAUD_otc,put,parallel_scan score=0.77 mode=trend_follow,,,93.0,60
2025-08-18T13:41:20,live,TRUUSD_otc,put,parallel_scan score=0.75 mode=ema_cross,,,93.0,60
2025-08-18T13:48:14,live,EURGBP_otc,call,parallel_scan score=0.79 mode=momentum,,,93.0,60
2025-08-18T13:53:55,live,USDJPY_otc,put,parallel_scan score=0.82 mode=momentum,,,92.0,60
2025-08-18T14:05:20,live,XRPUSD_otc,put,parallel_scan score=0.76 mode=momentum,,,93.0,60
2025-08-18T14:10:40,live,AUDUSD_otc,put,parallel_scan score=0.77 mode=momentum,,,93.0,60
2025-08-18T14:14:23,live,XRPUSD_otc,put,parallel_scan score=0.75 mode=momentum,,,93.0,60
2025-08-18T14:25:11,live,AUDCAD_otc,put,parallel_scan score=0.79 mode=momentum,,,90.0,60
2025-08-21T09:13:44,live,AUDJPY_otc,put,parallel_scan score=0.81 mode=ema_cross,,,92.0,60
2025-08-21T09:16:49,live,USDJPY_otc,put,parallel_scan score=0.79 mode=momentum,,,92.0,60
2025-08-21T09:26:32,live,DOTUSD_otc,put,parallel_scan score=0.78 mode=ema_cross,,,93.0,60
2025-08-21T09:31:13,live,AUDCAD_otc,put,parallel_scan score=0.77 mode=momentum,,,90.0,60
2025-08-21T09:38:46,live,AUDJPY_otc,put,parallel_scan score=0.82 mode=momentum,,,92.0,60
2025-08-21T09:42:23,live,ZECUSD_otc,call,parallel_scan score=0.83 mode=ema_cross,,,93.0,60
