ts_local,asset,direction,timeframe_min,trade_time,forecast_pct,payout_pct,trade_epoch,seconds_until_entry,ignored,reason,raw
2025-08-29 09:53:13,NZDCHF_otc,put,1,01:25:00,,,1756441500,101,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 01:25:00 | 🔽 put
2025-08-29 10:00:23,USDEGP_otc,put,1,01:32:00,,,1756441920,91,0,ok,💳 USDEGP-OTC | 🔥 M1 | ⌛ 01:32:00 | 🔽 put
2025-08-29 10:20:14,EURAUD_otc,put,1,01:52:00,,,1756443120,100,0,ok,💳 EURAUD-OTC | 🔥 M1 | ⌛ 01:52:00 | 🔽 put
2025-08-29 10:26:35,NZDJPY_otc,put,1,01:58:00,,,1756443480,79,0,ok,💳 NZDJPY-OTC | 🔥 M1 | ⌛ 01:58:00 | 🔽 put
2025-08-29 10:33:20,USDPKR_otc,put,1,02:05:00,,,1756443900,94,0,ok,💳 USDPKR-OTC | 🔥 M1 | ⌛ 02:05:00 | 🔽 put
2025-08-29 10:38:35,EURAUD_otc,call,1,02:10:00,,,1756444200,79,0,ok,💳 EURAUD-OTC | 🔥 M1 | ⌛ 02:10:00 | 🔼 call
2025-08-29 10:43:36,CHFJPY_otc,put,1,02:15:00,,,1756444500,78,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 02:15:00 | 🔽 put
2025-08-29 10:49:27,CADCHF_otc,put,1,02:21:00,,,1756444860,87,0,ok,💳 CADCHF-OTC | 🔥 M1 | ⌛ 02:21:00 | 🔽 put
2025-08-29 10:57:16,USDIDR_otc,call,1,02:29:00,,,1756445340,98,0,ok,💳 USDIDR-OTC | 🔥 M1 | ⌛ 02:29:00 | 🔼 call
2025-08-29 11:02:20,NZDUSD_otc,put,1,02:34:00,,,1756445640,94,0,ok,💳 NZDUSD-OTC | 🔥 M1 | ⌛ 02:34:00 | 🔽 put
2025-08-29 11:16:26,NZDJPY_otc,put,1,02:48:00,,,1756446480,88,0,ok,💳 NZDJPY-OTC | 🔥 M1 | ⌛ 02:48:00 | 🔽 put
2025-08-29 11:26:05,EURAUD_otc,call,1,02:58:00,,,1756447080,109,0,ok,💳 EURAUD-OTC | 🔥 M1 | ⌛ 02:58:00 | 🔼 call
2025-08-29 11:42:07,EURCAD_otc,put,1,03:14:00,,,1756448040,107,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 03:14:00 | 🔽 put
2025-08-29 11:49:28,NZDCHF_otc,put,1,03:21:00,,,1756448460,86,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 03:21:00 | 🔽 put
2025-08-29 12:54:24,GBPNZD_otc,put,1,04:26:00,,,1756452360,90,0,ok,💳 GBPNZD-OTC | 🔥 M1 | ⌛ 04:26:00 | 🔽 put
2025-08-29 13:11:28,EURNZD_otc,call,1,04:43:00,,,1756453380,86,0,ok,💳 EURNZD-OTC | 🔥 M1 | ⌛ 04:43:00 | 🔼 call
2025-08-29 13:16:38,NZDCAD_otc,call,1,04:48:00,,,1756453680,76,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 04:48:00 | 🔼 call
2025-08-29 13:24:06,EURNZD_otc,call,1,04:56:00,,,1756454160,108,0,ok,💳 EURNZD-OTC | 🔥 M1 | ⌛ 04:56:00 | 🔼 call
2025-08-29 13:33:26,BRLUSD_otc,call,1,05:05:00,,,1756454700,88,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 05:05:00 | 🔼 call
2025-08-29 13:38:15,EURAUD_otc,call,1,05:10:00,,,1756455000,99,0,ok,💳 EURAUD-OTC | 🔥 M1 | ⌛ 05:10:00 | 🔼 call
2025-08-29 13:46:29,EURJPY,put,1,05:18:00,,,1756455480,85,0,ok,💳 EURJPY | 🔥 M1 | ⌛ 05:18:00 | 🔽 put
2025-08-29 14:07:48,CADJPY,put,1,05:39:00,,,1756456740,66,0,ok,💳 CADJPY | 🔥 M1 | ⌛ 05:39:00 | 🔽 put
2025-08-29 14:12:48,CADCHF_otc,call,1,05:44:00,,,1756457040,66,0,ok,💳 CADCHF-OTC | 🔥 M1 | ⌛ 05:44:00 | 🔼 call
2025-08-29 14:22:31,USDPKR_otc,call,1,05:54:00,,,1756457640,83,0,ok,💳 USDPKR-OTC | 🔥 M1 | ⌛ 05:54:00 | 🔼 call
2025-08-29 14:31:33,NZDCAD_otc,put,1,06:03:00,,,1756458180,81,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 06:03:00 | 🔽 put
2025-08-29 14:39:27,CADJPY,put,1,06:11:00,,,1756458660,87,0,ok,💳 CADJPY | 🔥 M1 | ⌛ 06:11:00 | 🔽 put
2025-08-29 14:47:42,EURNZD_otc,put,1,06:19:00,,,1756459140,72,0,ok,💳 EURNZD-OTC | 🔥 M1 | ⌛ 06:19:00 | 🔽 put
2025-08-29 14:54:19,GBPJPY,call,1,06:26:00,,,1756459560,95,0,ok,💳 GBPJPY | 🔥 M1 | ⌛ 06:26:00 | 🔼 call
2025-08-29 14:59:34,NZDCAD_otc,put,1,06:31:00,,,1756459860,80,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 06:31:00 | 🔽 put
2025-08-29 15:17:01,NZDCHF_otc,put,1,06:48:00,,,1756460880,53,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 06:48:00 | 🔽 put
2025-08-29 15:22:14,BRLUSD_otc,put,1,06:54:00,,,1756461240,100,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 06:54:00 | 🔽 put
2025-08-29 15:32:21,GBPNZD_otc,call,1,07:04:00,,,1756461840,93,0,ok,💳 GBPNZD-OTC | 🔥 M1 | ⌛ 07:04:00 | 🔼 call
2025-08-29 15:37:11,USDARS_otc,put,1,07:09:00,,,1756462140,103,0,ok,💳 USDARS-OTC | 🔥 M1 | ⌛ 07:09:00 | 🔽 put
2025-08-29 15:45:01,USDBDT_otc,call,1,07:16:00,,,1756462560,53,0,ok,💳 USDBDT-OTC | 🔥 M1 | ⌛ 07:16:00 | 🔼 call
2025-08-29 15:58:35,USDEGP_otc,call,1,07:30:00,,,1756463400,79,0,ok,💳 USDEGP-OTC | 🔥 M1 | ⌛ 07:30:00 | 🔼 call
2025-08-29 16:11:58,NZDCAD_otc,put,1,07:43:00,,,1756464180,56,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 07:43:00 | 🔽 put
2025-08-29 16:19:10,USDPKR_otc,put,1,07:51:00,,,1756464660,104,0,ok,💳 USDPKR-OTC | 🔥 M1 | ⌛ 07:51:00 | 🔽 put
2025-08-29 16:25:20,USDBDT_otc,put,1,07:57:00,,,1756465020,94,0,ok,💳 USDBDT-OTC | 🔥 M1 | ⌛ 07:57:00 | 🔽 put
2025-08-29 16:32:01,GBPNZD_otc,put,1,08:03:00,,,1756465380,53,0,ok,💳 GBPNZD-OTC | 🔥 M1 | ⌛ 08:03:00 | 🔽 put
2025-08-29 16:51:13,USDINR_otc,call,1,08:23:00,,,1756466580,101,0,ok,💳 USDINR-OTC | 🔥 M1 | ⌛ 08:23:00 | 🔼 call
2025-08-29 17:01:17,GBPNZD_otc,put,1,08:33:00,,,1756467180,97,0,ok,💳 GBPNZD-OTC | 🔥 M1 | ⌛ 08:33:00 | 🔽 put
2025-08-29 17:09:14,NZDCHF_otc,put,1,08:41:00,,,1756467660,100,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 08:41:00 | 🔽 put
2025-08-29 17:18:13,CADJPY,call,1,08:50:00,,,1756468200,101,0,ok,💳 CADJPY | 🔥 M1 | ⌛ 08:50:00 | 🔼 call
2025-08-29 17:25:26,NZDJPY_otc,put,1,08:57:00,,,1756468620,88,0,ok,💳 NZDJPY-OTC | 🔥 M1 | ⌛ 08:57:00 | 🔽 put
2025-08-29 17:32:34,NZDCHF_otc,put,1,09:04:00,,,1756469040,80,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 09:04:00 | 🔽 put
2025-08-29 17:40:20,EURCAD,put,1,09:12:00,,,1756469520,94,0,ok,💳 EURCAD | 🔥 M1 | ⌛ 09:12:00 | 🔽 put
2025-08-29 17:48:13,NZDCHF_otc,put,1,09:20:00,,,1756470000,101,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 09:20:00 | 🔽 put
2025-08-29 18:44:23,NZDUSD_otc,call,1,10:16:00,,,1756473360,91,0,ok,💳 NZDUSD-OTC | 🔥 M1 | ⌛ 10:16:00 | 🔼 call
2025-08-29 18:49:13,BRLUSD_otc,call,1,10:21:00,,,1756473660,101,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 10:21:00 | 🔼 call
2025-08-29 18:55:15,EURJPY,call,1,10:27:00,,,1756474020,99,0,ok,💳 EURJPY | 🔥 M1 | ⌛ 10:27:00 | 🔼 call
2025-08-29 19:11:16,BRLUSD_otc,call,1,10:43:00,,,1756474980,98,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 10:43:00 | 🔼 call
2025-08-29 19:25:32,CADJPY,call,1,10:57:00,,,1756475820,82,0,ok,💳 CADJPY | 🔥 M1 | ⌛ 10:57:00 | 🔼 call
2025-08-29 19:31:08,AUDUSD,call,1,11:03:00,,,1756476180,106,0,ok,💳 AUDUSD | 🔥 M1 | ⌛ 11:03:00 | 🔼 call
2025-08-29 20:03:17,AUDJPY,call,1,11:35:00,,,1756478100,97,0,ok,💳 AUDJPY | 🔥 M1 | ⌛ 11:35:00 | 🔼 call
2025-08-29 20:11:10,AUDNZD_otc,call,1,11:43:00,,,1756478580,104,0,ok,💳 AUDNZD-OTC | 🔥 M1 | ⌛ 11:43:00 | 🔼 call
2025-08-29 20:19:17,EURCHF,call,1,11:51:00,,,1756479060,97,0,ok,💳 EURCHF | 🔥 M1 | ⌛ 11:51:00 | 🔼 call
2025-08-29 20:24:28,AUDNZD_otc,put,1,11:56:00,,,1756479360,86,0,ok,💳 AUDNZD-OTC | 🔥 M1 | ⌛ 11:56:00 | 🔽 put
2025-08-29 20:43:09,EURNZD_otc,call,1,12:15:00,,,1756480500,105,0,ok,💳 EURNZD-OTC | 🔥 M1 | ⌛ 12:15:00 | 🔼 call
2025-08-29 20:52:10,NZDCHF_otc,put,1,12:24:00,,,1756481040,104,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 12:24:00 | 🔽 put
2025-08-29 21:18:14,EURGBP,put,1,12:50:00,,,1756482600,100,0,ok,💳 EURGBP | 🔥 M1 | ⌛ 12:50:00 | 🔽 put
2025-08-29 21:25:22,EURJPY,call,1,12:57:00,,,1756483020,92,0,ok,💳 EURJPY | 🔥 M1 | ⌛ 12:57:00 | 🔼 call
2025-08-29 21:31:14,AUDUSD,call,1,13:03:00,,,1756483380,100,0,ok,💳 AUDUSD | 🔥 M1 | ⌛ 13:03:00 | 🔼 call
2025-08-29 21:37:19,USDCOP_otc,call,1,13:09:00,,,1756483740,95,0,ok,💳 USDCOP-OTC | 🔥 M1 | ⌛ 13:09:00 | 🔼 call
2025-08-29 21:46:14,NZDUSD_otc,call,1,13:18:00,,,1756484280,100,0,ok,💳 NZDUSD-OTC | 🔥 M1 | ⌛ 13:18:00 | 🔼 call
2025-08-29 21:58:08,AUDUSD,call,1,13:29:00,,,1756484940,46,0,ok,💳 AUDUSD | 🔥 M1 | ⌛ 13:29:00 | 🔼 call
2025-08-29 22:04:08,USDBDT_otc,put,1,13:36:00,,,1756485360,106,0,ok,💳 USDBDT-OTC | 🔥 M1 | ⌛ 13:36:00 | 🔽 put
2025-08-29 22:09:27,NZDJPY_otc,put,1,13:41:00,,,1756485660,87,0,ok,💳 NZDJPY-OTC | 🔥 M1 | ⌛ 13:41:00 | 🔽 put
2025-08-29 22:16:08,USDBDT_otc,call,1,13:48:00,,,1756486080,106,0,ok,💳 USDBDT-OTC | 🔥 M1 | ⌛ 13:48:00 | 🔼 call
2025-08-29 22:24:36,NZDCAD_otc,call,1,13:56:00,,,1756486560,78,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 13:56:00 | 🔼 call
2025-08-29 22:33:36,NZDUSD_otc,call,1,14:05:00,,,1756487100,78,0,ok,💳 NZDUSD-OTC | 🔥 M1 | ⌛ 14:05:00 | 🔼 call
2025-08-30 09:44:46,AUDUSD_otc,put,1,01:15:00,,,1756527300,8,0,ok,💳 AUDUSD-OTC | 🔥 M1 | ⌛ 01:15:00 | 🔽 put
2025-08-30 09:50:46,CADJPY_otc,put,1,01:22:00,,,1756527720,68,0,ok,💳 CADJPY-OTC | 🔥 M1 | ⌛ 01:22:00 | 🔽 put
2025-08-30 10:04:46,CHFJPY_otc,put,1,01:35:00,,,1756528500,8,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 01:35:00 | 🔽 put
2025-08-30 10:10:05,AUDJPY_otc,call,1,01:41:00,,,1756528860,49,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 01:41:00 | 🔼 call
2025-08-30 10:20:05,EURJPY_otc,call,1,01:51:00,,,1756529460,49,0,ok,💳 EURJPY-OTC | 🔥 M1 | ⌛ 01:51:00 | 🔼 call
2025-08-30 10:28:06,CADCHF_otc,call,1,01:59:00,,,1756529940,48,0,ok,💳 CADCHF-OTC | 🔥 M1 | ⌛ 01:59:00 | 🔼 call
2025-08-30 10:31:24,CHFJPY_otc,call,1,01:59:00,,,1756616340,86250,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 01:59:00 | 🔼 call
2025-08-30 10:38:34,AUDCHF_otc,put,1,02:10:00,,,1756530600,80,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 02:10:00 | 🔽 put
2025-08-30 10:52:02,GBPJPY_otc,call,1,02:23:00,,,1756531380,52,0,ok,💳 GBPJPY-OTC | 🔥 M1 | ⌛ 02:23:00 | 🔼 call
2025-08-30 11:00:02,EURAUD_otc,call,1,02:31:00,,,1756531860,52,0,ok,💳 EURAUD-OTC | 🔥 M1 | ⌛ 02:31:00 | 🔼 call
2025-08-30 11:04:59,AUDCAD_otc,call,1,02:36:00,,,1756532160,55,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 02:36:00 | 🔼 call
2025-08-30 11:11:34,CHFJPY_otc,call,1,02:43:00,,,1756532580,80,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 02:43:00 | 🔼 call
2025-08-30 11:27:03,CHFJPY_otc,call,1,02:58:00,,,1756533480,51,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 02:58:00 | 🔼 call
2025-08-30 11:33:03,USDARS_otc,put,1,03:04:00,,,1756533840,51,0,ok,💳 USDARS-OTC | 🔥 M1 | ⌛ 03:04:00 | 🔽 put
2025-08-30 11:37:54,AUDJPY_otc,call,1,03:09:00,,,1756534140,60,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 03:09:00 | 🔼 call
2025-08-30 11:48:02,CHFJPY_otc,put,1,03:19:00,,,1756534740,52,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 03:19:00 | 🔽 put
2025-08-30 11:54:38,BRLUSD_otc,call,1,03:26:00,,,1756535160,76,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 03:26:00 | 🔼 call
2025-08-30 12:03:00,AUDCAD_otc,call,1,03:34:00,,,1756535640,54,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 03:34:00 | 🔼 call
2025-08-30 12:08:02,EURCAD_otc,put,1,03:39:00,,,1756535940,52,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 03:39:00 | 🔽 put
2025-08-30 12:13:03,EURCHF_otc,call,1,03:44:00,,,1756536240,51,0,ok,💳 EURCHF-OTC | 🔥 M1 | ⌛ 03:44:00 | 🔼 call
2025-09-01 09:57:55,EURUSD_otc,call,1,01:29:00,,,1756700940,59,0,ok,💳 EURUSD-OTC | 🔥 M1 | ⌛ 01:29:00 | 🔼 call
2025-09-01 10:07:55,EURNZD_otc,call,1,01:39:00,,,1756701540,59,0,ok,💳 EURNZD-OTC | 🔥 M1 | ⌛ 01:39:00 | 🔼 call
2025-09-01 10:14:55,CHFJPY_otc,call,1,01:46:00,,,1756701960,59,0,ok,💳 CHFJPY-OTC | 🔥 M1 | ⌛ 01:46:00 | 🔼 call
2025-09-01 10:20:55,EURCHF_otc,put,1,01:52:00,,,1756702320,59,0,ok,💳 EURCHF-OTC | 🔥 M1 | ⌛ 01:52:00 | 🔽 put
2025-09-01 10:31:56,AUDCAD_otc,call,1,02:03:00,,,1756702980,58,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 02:03:00 | 🔼 call
2025-09-01 10:37:01,CADJPY_otc,put,1,02:08:00,,,1756703280,53,0,ok,💳 CADJPY-OTC | 🔥 M1 | ⌛ 02:08:00 | 🔽 put
2025-09-01 10:45:54,GBPJPY_otc,put,1,02:17:00,,,1756703820,60,0,ok,💳 GBPJPY-OTC | 🔥 M1 | ⌛ 02:17:00 | 🔽 put
2025-09-01 10:54:02,EURCHF_otc,put,1,02:25:00,,,1756704300,52,0,ok,💳 EURCHF-OTC | 🔥 M1 | ⌛ 02:25:00 | 🔽 put
2025-09-01 10:59:46,CADJPY_otc,call,1,02:31:00,,,1756704660,68,0,ok,💳 CADJPY-OTC | 🔥 M1 | ⌛ 02:31:00 | 🔼 call
2025-09-01 11:10:05,USDCAD_otc,call,1,02:41:00,,,1756705260,49,0,ok,💳 USDCAD-OTC | 🔥 M1 | ⌛ 02:41:00 | 🔼 call
2025-09-01 11:17:06,EURCAD_otc,call,1,02:48:00,,,1756705680,48,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 02:48:00 | 🔼 call
2025-09-01 11:22:06,AUDUSD_otc,put,1,02:53:00,,,1756705980,48,0,ok,💳 AUDUSD-OTC | 🔥 M1 | ⌛ 02:53:00 | 🔽 put
2025-09-01 11:37:07,AUDCAD_otc,put,1,03:08:00,,,1756706880,47,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 03:08:00 | 🔽 put
2025-09-01 11:46:00,EURCAD_otc,call,1,03:17:00,,,1756707420,54,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 03:17:00 | 🔼 call
2025-09-01 11:50:59,AUDJPY_otc,put,1,03:22:00,,,1756707720,55,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 03:22:00 | 🔽 put
2025-09-01 11:56:51,AUDUSD_otc,call,1,03:28:00,,,1756708080,63,0,ok,💳 AUDUSD-OTC | 🔥 M1 | ⌛ 03:28:00 | 🔼 call
2025-09-01 12:02:16,AUDCHF_otc,call,1,03:33:00,,,1756708380,38,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 03:33:00 | 🔼 call
2025-09-01 12:07:46,AUDUSD_otc,call,1,03:39:00,,,1756708740,68,0,ok,💳 AUDUSD-OTC | 🔥 M1 | ⌛ 03:39:00 | 🔼 call
2025-09-01 12:15:03,GBPJPY_otc,call,1,03:46:00,,,1756709160,51,0,ok,💳 GBPJPY-OTC | 🔥 M1 | ⌛ 03:46:00 | 🔼 call
2025-09-01 12:26:49,EURGBP_otc,put,1,03:58:00,,,1756709880,65,0,ok,💳 EURGBP-OTC | 🔥 M1 | ⌛ 03:58:00 | 🔽 put
2025-09-01 12:32:03,AUDCHF_otc,put,1,04:03:00,,,1756710180,51,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 04:03:00 | 🔽 put
2025-09-01 12:42:38,AUDCAD_otc,put,1,04:14:00,,,1756710840,76,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 04:14:00 | 🔽 put
2025-09-01 12:49:48,EURAUD_otc,put,1,04:21:00,,,1756711260,66,0,ok,💳 EURAUD-OTC | 🔥 M1 | ⌛ 04:21:00 | 🔽 put
2025-09-01 12:55:33,CADJPY_otc,put,1,04:27:00,,,1756711620,81,0,ok,💳 CADJPY-OTC | 🔥 M1 | ⌛ 04:27:00 | 🔽 put
2025-09-01 13:03:45,AUDUSD_otc,call,1,04:35:00,,,1756712100,69,0,ok,💳 AUDUSD-OTC | 🔥 M1 | ⌛ 04:35:00 | 🔼 call
2025-09-01 13:08:37,AUDCHF_otc,put,1,04:40:00,,,1756712400,77,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 04:40:00 | 🔽 put
2025-09-01 13:18:46,CADCHF_otc,put,1,04:50:00,,,1756713000,68,0,ok,💳 CADCHF-OTC | 🔥 M1 | ⌛ 04:50:00 | 🔽 put
2025-09-01 14:39:42,AUDCHF_otc,put,1,06:11:00,,,1756717860,72,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 06:11:00 | 🔽 put
2025-09-01 14:58:47,AUDJPY_otc,call,1,06:30:00,,,1756719000,67,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 06:30:00 | 🔼 call
2025-09-01 15:06:39,AUDCAD_otc,put,1,06:38:00,,,1756719480,75,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 06:38:00 | 🔽 put
2025-09-01 15:11:44,BRLUSD_otc,put,1,06:43:00,,,1756719780,70,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 06:43:00 | 🔽 put
2025-09-01 15:18:34,EURCHF_otc,call,1,06:50:00,,,1756720200,80,0,ok,💳 EURCHF-OTC | 🔥 M1 | ⌛ 06:50:00 | 🔼 call
2025-09-01 15:31:52,BRLUSD_otc,put,1,07:03:00,,,1756720980,62,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 07:03:00 | 🔽 put
2025-09-01 15:38:43,EURJPY_otc,call,1,07:10:00,,,1756721400,71,0,ok,💳 EURJPY-OTC | 🔥 M1 | ⌛ 07:10:00 | 🔼 call
2025-09-01 15:45:03,AUDCAD_otc,call,1,07:16:00,,,1756721760,51,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 07:16:00 | 🔼 call
2025-09-01 16:37:05,AUDJPY_otc,call,1,08:08:00,,,1756724880,49,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 08:08:00 | 🔼 call
2025-09-01 16:45:03,AUDCAD_otc,put,1,08:16:00,,,1756725360,51,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 08:16:00 | 🔽 put
2025-09-01 16:49:51,CADJPY_otc,put,1,08:21:00,,,1756725660,63,0,ok,💳 CADJPY-OTC | 🔥 M1 | ⌛ 08:21:00 | 🔽 put
2025-09-01 17:00:05,EURCAD_otc,put,1,08:31:00,,,1756726260,49,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 08:31:00 | 🔽 put
2025-09-01 17:04:44,EURJPY_otc,put,1,08:36:00,,,1756726560,70,0,ok,💳 EURJPY-OTC | 🔥 M1 | ⌛ 08:36:00 | 🔽 put
2025-09-01 17:26:02,USDINR_otc,call,1,08:57:00,,,1756727820,52,0,ok,💳 USDINR-OTC | 🔥 M1 | ⌛ 08:57:00 | 🔼 call
2025-09-01 17:33:47,AUDNZD_otc,put,1,09:05:00,,,1756728300,67,0,ok,💳 AUDNZD-OTC | 🔥 M1 | ⌛ 09:05:00 | 🔽 put
2025-09-01 17:41:02,USDCOP_otc,call,1,09:12:00,,,1756728720,52,0,ok,💳 USDCOP-OTC | 🔥 M1 | ⌛ 09:12:00 | 🔼 call
2025-09-01 17:46:04,CADJPY_otc,put,1,09:17:00,,,1756729020,50,0,ok,💳 CADJPY-OTC | 🔥 M1 | ⌛ 09:17:00 | 🔽 put
2025-09-01 17:51:04,EURCAD_otc,call,1,09:22:00,,,1756729320,50,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 09:22:00 | 🔼 call
2025-09-01 17:57:04,BRLUSD_otc,call,1,09:28:00,,,1756729680,50,0,ok,💳 BRLUSD-OTC | 🔥 M1 | ⌛ 09:28:00 | 🔼 call
2025-09-01 18:01:43,AUDJPY_otc,put,1,09:33:00,,,1756729980,71,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 09:33:00 | 🔽 put
2025-09-01 18:10:05,AUDCAD_otc,put,1,09:41:00,,,1756730460,49,0,ok,💳 AUDCAD-OTC | 🔥 M1 | ⌛ 09:41:00 | 🔽 put
2025-09-01 18:17:05,GBPNZD_otc,call,1,09:48:00,,,1756730880,49,0,ok,💳 GBPNZD-OTC | 🔥 M1 | ⌛ 09:48:00 | 🔼 call
2025-09-01 18:22:02,CADCHF_otc,call,1,09:53:00,,,1756731180,52,0,ok,💳 CADCHF-OTC | 🔥 M1 | ⌛ 09:53:00 | 🔼 call
2025-09-01 18:36:05,GBPJPY_otc,put,1,10:07:00,,,1756732020,49,0,ok,💳 GBPJPY-OTC | 🔥 M1 | ⌛ 10:07:00 | 🔽 put
2025-09-01 18:42:39,EURCAD_otc,call,1,10:14:00,,,1756732440,75,0,ok,💳 EURCAD-OTC | 🔥 M1 | ⌛ 10:14:00 | 🔼 call
2025-09-01 18:51:50,USDCOP_otc,call,1,10:23:00,,,1756732980,64,0,ok,💳 USDCOP-OTC | 🔥 M1 | ⌛ 10:23:00 | 🔼 call
2025-09-01 18:59:02,USDBDT_otc,call,1,10:30:00,,,1756733400,52,0,ok,💳 USDBDT-OTC | 🔥 M1 | ⌛ 10:30:00 | 🔼 call
2025-09-01 19:04:02,AUDUSD_otc,put,1,10:35:00,,,1756733700,52,0,ok,💳 AUDUSD-OTC | 🔥 M1 | ⌛ 10:35:00 | 🔽 put
2025-09-01 19:13:02,NZDCAD_otc,put,1,10:44:00,,,1756734240,52,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 10:44:00 | 🔽 put
2025-09-01 19:19:03,AUDJPY_otc,call,1,10:50:00,,,1756734600,51,0,ok,💳 AUDJPY-OTC | 🔥 M1 | ⌛ 10:50:00 | 🔼 call
2025-09-01 19:26:01,EURCHF_otc,call,1,10:57:00,,,1756735020,53,0,ok,💳 EURCHF-OTC | 🔥 M1 | ⌛ 10:57:00 | 🔼 call
2025-09-01 19:36:03,GBPCAD_otc,call,1,11:07:00,,,1756735620,51,0,ok,💳 GBPCAD-OTC | 🔥 M1 | ⌛ 11:07:00 | 🔼 call
2025-09-01 19:51:04,EURUSD_otc,call,1,11:22:00,,,1756736520,50,0,ok,💳 EURUSD-OTC | 🔥 M1 | ⌛ 11:22:00 | 🔼 call
2025-09-01 19:58:33,AUDCHF_otc,put,1,11:30:00,,,1756737000,81,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 11:30:00 | 🔽 put
2025-09-01 20:21:14,EURUSD_otc,call,1,11:52:00,,,1756738320,40,0,ok,💳 EURUSD-OTC | 🔥 M1 | ⌛ 11:52:00 | 🔼 call
2025-09-01 20:26:15,NZDCAD_otc,call,1,11:57:00,,,1756738620,39,0,ok,💳 NZDCAD-OTC | 🔥 M1 | ⌛ 11:57:00 | 🔼 call
2025-09-01 20:32:14,AUDCHF_otc,call,1,12:03:00,,,1756738980,40,0,ok,💳 AUDCHF-OTC | 🔥 M1 | ⌛ 12:03:00 | 🔼 call
2025-09-01 20:38:45,NZDCHF_otc,put,1,12:10:00,,,1756739400,69,0,ok,💳 NZDCHF-OTC | 🔥 M1 | ⌛ 12:10:00 | 🔽 put
2025-09-01 20:46:02,USDTRY_otc,put,1,12:17:00,,,1756739820,52,0,ok,💳 USDTRY-OTC | 🔥 M1 | ⌛ 12:17:00 | 🔽 put
2025-09-01 20:51:02,AUDNZD_otc,call,1,12:22:00,,,1756740120,52,0,ok,💳 AUDNZD-OTC | 🔥 M1 | ⌛ 12:22:00 | 🔼 call
